Label	Total Fwd Packets	Total Backward Packets	Flow Bytes/s	Flow Packets/s	Flow Duration	FIN Flag Count	SYN Flag Count	ACK Flag Count	Packet Length Mean	Down/Up Ratio	Average Packet Size
BENIGN	6	5	159.511	3.97873	2.7647e+06	0	0	0	36.75	0	40.0909
BENIGN	1	1	3568.5	41.9824	47639	0	0	0	75	1	112.5
DDoS	3	4	9259.42	5.57173	1.25634e+06	0	0	0	1454.12	1	1661.86
BENIGN	2	2	1.11013e+06	17621.1	227	0	0	0	57.8	1	72.25
DDoS	5	0	16.9493	2.82488	1.76999e+06	0	0	1	6	0	7.2
DDoS	4	0	5.04832	0.841386	4.75406e+06	0	0	1	6	0	7.5
BENIGN	17	24	3397.09	23.6229	1.7356e+06	0	0	0	140.381	1	143.805
DDoS	3	4	74665.8	44.9291	155801	0	0	0	1454.12	1	1661.86
BENIGN	2	2	7848.94	128.671	31087	0	0	0	55.2	1	69
DDoS	3	5	22533.3	15.5041	515993	0	0	0	1291.89	1	1453.38
BENIGN	2	2	10876.3	130.255	30709	0	0	0	75	1	93.75
DDoS	8	6	119.192	0.143075	9.78507e+07	0	0	1	777.933	0	833.5
BENIGN	2	2	919540	22988.5	174	0	0	0	38.4	1	48
DDoS	5	0	3.31389	0.552314	9.05282e+06	0	0	1	6	0	7.2
BENIGN	10	7	412.938	1.90552	8.92145e+06	0	0	0	204.667	0	216.706
BENIGN	4	4	263.418	3.29272	2.4296e+06	0	0	0	74.4444	1	83.75
DDoS	8	5	144.524	0.161091	8.06995e+07	0	0	1	833.5	0	897.615
DDoS	3	4	12462.7	7.49927	933424	0	0	0	1454.12	1	1661.86
DDoS	4	0	2.63598	0.43933	9.10477e+06	0	0	1	6	0	7.5
DDoS	3	5	23267.3	16.0091	499715	0	0	0	1291.89	1	1453.38
DDoS	8	6	115.66	0.138836	1.00838e+08	0	0	1	777.933	0	833.5
DDoS	4	0	2.38358	0.397264	1.00689e+07	0	0	1	6	0	7.5
BENIGN	3	4	10845.3	27.9827	250155	0	0	0	339.125	1	387.571
DDoS	5	0	2.94016	0.490027	1.02035e+07	0	0	1	6	0	7.2
BENIGN	1	1	179104	29850.7	67	0	0	1	6	1	9
DDoS	4	0	2.40055	0.400091	9.99773e+06	0	0	1	6	0	7.5
BENIGN	2	0	0	366.636	5455	0	0	1	0	0	0
BENIGN	2	2	1.54902e+06	19607.8	204	0	0	0	71	1	88.75
BENIGN	2	0	9.25e+06	500000	4	0	1	1	22.6667	0	34
BENIGN	2	2	6686.78	163.092	24526	0	0	0	39.4	1	49.25
DDoS	5	0	7.39298	1.23216	4.0579e+06	0	0	1	6	0	7.2
BENIGN	1	1	500000	83333.3	24	0	0	1	6	1	9
BENIGN	2	2	68.6122	22.8707	174896	0	0	1	2.4	1	3
DDoS	8	6	164.732	0.197741	7.07998e+07	0	0	1	777.933	0	833.5
BENIGN	6	6	97.5608	0.521483	2.30113e+07	0	0	0	172.692	1	187.083
DDoS	5	0	5.62227	0.937045	5.33592e+06	0	0	1	6	0	7.2
DDoS	4	0	3.3624	0.5604	7.13776e+06	0	0	1	6	0	7.5
BENIGN	2	2	5503.87	97.4137	41062	0	0	0	52	1	65
DDoS	3	5	8724.04	5.99951	1.33344e+06	0	0	0	1292.56	1	1454.12
DDoS	5	0	2.75667	0.459445	1.08827e+07	0	0	1	6	0	7.2
DDoS	5	0	3.16263	0.527105	9.48577e+06	0	0	1	6	0	7.2
DDoS	8	5	144.371	0.160921	8.07849e+07	0	0	1	833.5	0	897.615
DDoS	3	6	257405	199.247	45170	0	0	0	1162.7	2	1291.89
BENIGN	1	1	730.638	12.8182	156028	0	0	0	57	1	85.5
DDoS	8	5	133.158	0.148423	8.75877e+07	0	0	1	833.5	0	897.615
DDoS	4	0	15.2959	2.54931	1.56905e+06	0	0	1	6	0	7.5
BENIGN	1	1	292683	48780.5	41	0	0	1	6	1	9
DDoS	4	0	27.5519	4.59198	871084	0	0	1	6	0	7.5
DDoS	4	0	2.9634	0.4939	8.09881e+06	0	0	1	6	0	7.5
BENIGN	13	0	9.02353e+07	764706	17	0	0	0	118	0	127.077
DDoS	4	0	2.5158	0.4193	9.5397e+06	0	0	1	6	0	7.5
DDoS	5	0	131.545	21.9242	228058	0	0	1	6	0	7.2
DDoS	3	4	200310	120.596	58045	0	0	0	1453.38	1	1661
DDoS	5	0	15.0303	2.50505	1.99597e+06	0	0	1	6	0	7.2
BENIGN	4	2	8904.44	190.809	31445	0	0	0	45.1429	0	52.6667
DDoS	4	0	2.43538	0.405897	9.85472e+06	0	0	1	6	0	7.5
DDoS	4	0	3.36478	0.560796	7.13271e+06	0	0	1	6	0	7.5
DDoS	8	4	141.037	0.145187	8.26519e+07	0	0	1	897.154	0	971.917
BENIGN	1	1	387097	64516.1	31	0	0	1	6	1	9
BENIGN	15	14	112.583	0.477537	6.07283e+07	0	0	0	227.9	0	235.759
DDoS	3	6	6641.92	5.14125	1.75055e+06	0	0	0	1162.7	2	1291.89
BENIGN	1	1	0	500000	4	0	0	1	0	1	0
BENIGN	3	1	473684	105263	38	1	0	0	4.8	0	6
BENIGN	2	0	12.0064	2.00107	999463	0	0	1	6	0	9
BENIGN	4	3	1300.5	97.887	71511	0	0	0	11.625	0	13.2857
DDoS	3	6	143808	111.316	80851	0	0	0	1162.7	2	1291.89
BENIGN	10	5	15486.6	194.881	76970	0	0	0	74.5	0	79.4667
DDoS	9	5	159.734	0.191642	7.30528e+07	0	0	1	778.333	0	833.929
BENIGN	2	0	9.25e+06	500000	4	0	1	1	24.6667	0	37
BENIGN	1	1	2887.02	54.4722	36716	0	0	0	50.3333	1	75.5
BENIGN	12	11	636.672	2.20235	1.04434e+07	0	0	0	277.042	0	289.087
BENIGN	2	0	72289.2	12048.2	166	0	0	1	6	0	9
BENIGN	7	8	26.414	0.249345	6.01575e+07	0	0	0	99.3125	1	105.933
BENIGN	1	1	285714	47619	42	0	0	1	6	1	9
BENIGN	6	6	1611.31	6.19336	1.93756e+06	0	0	0	240.154	1	260.167
BENIGN	15	10	14401.7	43.0622	580555	0	0	0	321.577	0	334.44
BENIGN	12	8	23711.5	127.859	156422	0	0	0	176.619	0	185.45
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
BENIGN	2	0	0	4415.01	453	0	0	1	0	0	0
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
DDoS	4	0	3.88926	0.64821	6.17084e+06	0	0	1	6	0	7.5
DDoS	3	4	709569	427.194	16386	0	0	0	1453.38	1	1661
DDoS	9	4	162.121	0.180613	7.1977e+07	0	0	1	833.929	0	898.077
DDoS	4	0	2.86062	0.47677	8.38978e+06	0	0	1	6	0	7.5
DDoS	3	5	9447.62	6.49711	1.23132e+06	0	0	0	1292.56	1	1454.12
DDoS	3	5	6819.66	4.68987	1.7058e+06	0	0	0	1292.56	1	1454.12
DDoS	6	0	10.9287	1.82145	3.29408e+06	0	0	1	6	0	7
BENIGN	5	2	69.2485	2.28651	3.06144e+06	0	0	0	26.5	0	30.2857
BENIGN	20	24	30507.2	40.584	1.08417e+06	0	0	0	735	1	751.705
BENIGN	1	1	0	51282.1	39	0	0	1	0	1	0
DDoS	3	5	6652.13	4.57466	1.74876e+06	0	0	0	1292.56	1	1454.12
DDoS	8	5	129.733	0.144605	8.98999e+07	0	0	1	833.5	0	897.615
DDoS	3	4	552247	332.478	21054	0	0	0	1453.38	1	1661
DDoS	4	0	36.1047	6.01744	664734	0	0	1	6	0	7.5
BENIGN	6	6	15698.7	45.5695	263334	0	0	0	318	1	344.5
DDoS	3	5	545689	375.27	21318	0	0	0	1292.56	1	1454.12
DDoS	3	4	29056.9	17.4936	400146	0	0	0	1453.38	1	1661
BENIGN	1	3	421053	70175.4	57	0	0	1	6	3	7.5
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
BENIGN	2	2	7170.91	65.1901	61359	0	0	0	97.2	1	121.5
BENIGN	1	1	545455	90909.1	22	0	0	1	6	1	9
BENIGN	1	1	0	23255.8	86	0	0	1	0	1	0
BENIGN	1	1	0	37735.8	53	0	0	1	0	1	0
DDoS	5	0	3.76087	0.626812	7.97687e+06	0	0	1	6	0	7.2
BENIGN	5	1	38.0927	1.26274	4.75156e+06	0	1	1	32.4286	0	37.8333
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	22.6667	0	34
DDoS	4	0	22.6417	3.77361	1.05999e+06	0	0	1	6	0	7.5
DDoS	3	5	8678.27	5.96804	1.34047e+06	0	0	0	1292.56	1	1454.12
BENIGN	8	4	632.212	1.3217	9.07924e+06	0	0	0	441.538	0	478.333
BENIGN	3	1	2.07996	0.693321	5.76934e+06	0	0	0	2.4	0	3
BENIGN	1	1	0	16.3994	121956	0	0	1	0	1	0
BENIGN	2	1	0	56.9336	52693	0	0	1	0	0	0
BENIGN	20	25	4362.93	319.759	140731	0	0	0	13.3478	1	13.6444
BENIGN	1	1	0	39.5077	50623	0	0	1	0	1	0
DDoS	5	0	7.40577	1.23429	4.0509e+06	0	0	1	6	0	7.2
BENIGN	3	3	0.199842	0.066614	9.00712e+07	0	0	1	3.42857	1	4
DDoS	3	5	27282.2	18.7716	426176	0	0	0	1291.89	1	1453.38
DDoS	4	0	6.3803	1.06338	3.76158e+06	0	0	1	6	0	7.5
BENIGN	4	2	10454.3	193.598	30992	0	0	0	51.7143	0	60.3333
DDoS	9	4	143.632	0.160015	8.12424e+07	0	0	1	833.929	0	898.077
BENIGN	10	8	155.584	1.11886	1.60878e+07	0	0	0	131.737	0	139.056
DDoS	4	0	2.67356	0.445593	8.9768e+06	0	0	1	6	0	7.5
DDoS	3	5	6458.55	4.44154	1.80118e+06	0	0	0	1292.56	1	1454.12
DDoS	3	6	8917.46	6.89909	1.30452e+06	0	0	0	1163.3	2	1292.56
BENIGN	2	0	12.0071	2.00118	999411	0	0	1	6	0	9
BENIGN	4	4	7655.86	107.075	74714	0	0	0	68.4444	1	77
BENIGN	1	1	0	30303	66	0	0	1	0	1	0
BENIGN	14	15	91.4831	0.411894	7.04064e+07	0	0	0	214.7	1	222.103
DDoS	8	6	141.692	0.170084	8.23122e+07	0	0	1	777.933	0	833.5
DDoS	3	5	19520.5	13.4242	595937	0	0	0	1292.56	1	1454.12
BENIGN	1	1	0	245.912	8133	0	0	1	0	1	0
BENIGN	21	18	46.9351	0.336731	1.15819e+08	0	0	0	135.9	0	139.385
DDoS	3	5	8250.79	5.67698	1.4092e+06	0	0	0	1291.89	1	1453.38
DDoS	5	0	12.0196	2.00327	2.49591e+06	0	0	1	6	0	7.2
BENIGN	2	2	1.40397e+06	26490.1	151	0	0	0	49.2	1	61.5
DDoS	3	5	121506	83.6024	95691	0	0	0	1291.89	1	1453.38
DDoS	5	0	3.32876	0.554793	9.01237e+06	0	0	1	6	0	7.2
BENIGN	2	2	1.87448e+06	16736.4	239	0	0	0	96.4	1	120.5
BENIGN	1	1	0	90909.1	22	0	0	1	0	1	0
BENIGN	2	2	13286.1	127.751	31311	0	0	0	95.8	1	119.75
DDoS	3	5	12343.5	8.48863	942437	0	0	0	1292.56	1	1454.12
DDoS	5	0	4.53183	0.755305	6.61984e+06	0	0	1	6	0	7.2
DDoS	3	6	755196	584.567	15396	0	0	0	1162.7	2	1291.89
DDoS	3	6	14144.5	10.9431	822438	0	0	0	1163.3	2	1292.56
BENIGN	2	0	0	666667	3	0	0	1	0	0	0
DDoS	5	0	2.51031	0.418386	1.19507e+07	0	0	1	6	0	7.2
BENIGN	1	1	0	15503.9	129	0	0	1	0	1	0
DDoS	3	5	8131.13	5.59177	1.43067e+06	0	0	0	1292.56	1	1454.12
DDoS	3	6	14571.7	11.2736	798327	0	0	0	1163.3	2	1292.56
DDoS	3	5	24796.1	17.0522	469147	0	0	0	1292.56	1	1454.12
DDoS	4	0	4.06374	0.677289	5.9059e+06	0	0	1	6	0	7.5
BENIGN	17	15	18.3147	0.27684	1.1559e+08	0	0	0	64.1515	0	66.1562
DDoS	3	5	21895.9	15.0656	531012	0	0	0	1291.89	1	1453.38
DDoS	5	0	14.7277	2.45462	2.03697e+06	0	0	1	6	0	7.2
BENIGN	3	4	3547.29	24.2728	288389	0	0	0	127.875	1	146.143
BENIGN	2	2	6658.62	166.466	24029	0	0	0	38.4	1	48
BENIGN	2	1	165385	11538.5	260	0	1	1	20	0	26.6667
BENIGN	2	2	1.7563e+06	16806.7	238	0	0	0	91.6	1	114.5
BENIGN	2	2	3.11681	0.0445258	8.98355e+07	0	0	0	65.8	1	82.25
DDoS	4	0	3.39134	0.565224	7.07684e+06	0	0	1	6	0	7.5
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
BENIGN	2	2	4912.63	32.9707	121320	0	0	0	125.6	1	157
DDoS	3	5	22225.4	15.2844	523409	0	0	0	1292.56	1	1454.12
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
BENIGN	1	1	3674.26	30.1169	66408	0	0	0	100.667	1	151
DDoS	3	6	7759.14	6.00295	1.49926e+06	0	0	0	1163.3	2	1292.56
BENIGN	2	2	418182	18181.8	220	0	0	0	23	1	28.75
DDoS	8	6	142.095	0.170568	8.20786e+07	0	0	1	777.933	0	833.5
DDoS	3	5	6184.77	4.25326	1.88091e+06	0	0	0	1292.56	1	1454.12
BENIGN	2	2	1.04683e+06	11019.3	363	0	0	0	83.8	1	104.75
DDoS	4	0	4.69127	0.781878	5.11589e+06	0	0	1	6	0	7.5
BENIGN	5	3	16431.3	107.482	74431	0	0	0	135.889	0	152.875
DDoS	3	4	20490.7	12.33	567720	0	0	0	1454.12	1	1661.86
DDoS	3	5	8467.06	5.82279	1.37391e+06	0	0	0	1292.56	1	1454.12
DDoS	7	6	1558.21	1.73863	7.47715e+06	0	0	1	832.643	0	896.692
BENIGN	1	1	2967.24	41.792	47856	0	0	0	65.6667	1	98.5
BENIGN	11	12	715.762	1.49293	1.5406e+07	0	0	0	459.458	1	479.435
DDoS	9	4	117.447	0.130843	9.93558e+07	0	0	1	833.929	0	898.077
DDoS	3	4	139640	84.0699	83264	0	0	0	1453.38	1	1661
DDoS	5	0	2.86212	0.477021	1.04817e+07	0	0	1	6	0	7.2
BENIGN	2	2	1.29577e+06	28169	142	0	0	0	44.4	1	55.5
BENIGN	11	10	2394.21	10.4725	2.00525e+06	0	0	0	218.227	0	228.619
DDoS	3	7	6226.03	5.3548	1.86748e+06	0	0	0	1057	2	1162.7
BENIGN	2	2	1.6381e+06	19047.6	210	0	0	0	75.4	1	94.25
BENIGN	2	2	1.21154e+06	19230.8	208	0	0	0	56.8	1	71
DDoS	4	0	3.05777	0.509629	7.84885e+06	0	0	1	6	0	7.5
BENIGN	1	1	9015.52	85.0521	23515	0	0	0	87.3333	1	131
DDoS	3	4	14338.5	8.63246	810893	0	0	0	1453.38	1	1661
BENIGN	23	19	66.0426	0.363394	1.15577e+08	0	0	0	177.512	0	181.738
DDoS	3	5	504270	346.786	23069	0	0	0	1292.56	1	1454.12
DDoS	9	4	159.644	0.177945	7.30564e+07	0	0	1	833.5	0	897.615
DDoS	4	0	11.7017	1.95028	2.05099e+06	0	0	1	6	0	7.5
DDoS	3	6	11771.9	9.11212	987695	0	0	0	1162.7	2	1291.89
DDoS	3	5	6916.43	4.75888	1.68107e+06	0	0	0	1291.89	1	1453.38
DDoS	8	5	145.367	0.162114	8.01903e+07	0	0	1	833.071	0	897.154
BENIGN	10	5	17529.1	247.586	60585	0	0	0	66.375	0	70.8
BENIGN	4	2	6293.74	98.3397	61013	0	0	0	59.1429	0	69
DDoS	5	0	13.277	2.21284	2.25954e+06	0	0	1	6	0	7.2
DDoS	8	6	141.37	0.169697	8.25e+07	0	0	1	777.933	0	833.5
DDoS	5	0	28.8827	4.81378	1.03868e+06	0	0	1	6	0	7.2
BENIGN	2	2	9772.4	126.095	31722	0	0	0	69	1	86.25
BENIGN	2	0	58536.6	9756.1	205	0	0	1	6	0	9
DDoS	4	0	8.52272	1.42045	2.816e+06	0	0	1	6	0	7.5
DDoS	5	0	67.1111	11.1852	447020	0	0	1	6	0	7.2
DDoS	4	0	3.9268	0.654467	6.11184e+06	0	0	1	6	0	7.5
BENIGN	2	2	2.90805	0.0605844	6.60236e+07	0	0	0	48	1	60
BENIGN	2	0	4e+06	666667	3	1	0	0	6	0	9
BENIGN	2	2	1.44e+06	26666.7	150	0	0	0	52.4	1	65.5
DDoS	3	6	10492.1	8.11731	1.10874e+06	0	0	0	1163.3	2	1292.56
BENIGN	1	1	6203.31	64.9562	30790	0	0	0	80	1	120
BENIGN	7	4	154.79	2.18014	5.04554e+06	0	0	0	65.0833	0	71
BENIGN	1	1	923077	153846	13	0	0	1	6	1	9
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	22.6667	0	34
DDoS	3	4	113411	68.2434	102574	0	0	0	1454.12	1	1661.86
BENIGN	1	1	0	22.9279	87230	0	0	1	0	1	0
DDoS	3	5	6544.23	4.50046	1.7776e+06	0	0	0	1292.56	1	1454.12
BENIGN	3	1	2.74713	0.784896	5.09622e+06	0	0	0	2.8	0	3.5
BENIGN	1	1	3190.51	63.8101	31343	0	0	0	47.3333	1	71
DDoS	3	6	257851	199.592	45092	0	0	0	1162.7	2	1291.89
DDoS	3	5	341154	234.611	34099	0	0	0	1292.56	1	1454.12
DDoS	3	5	574059	394.984	20254	0	0	0	1291.89	1	1453.38
DDoS	4	0	3.41962	0.569936	7.01833e+06	0	0	1	6	0	7.5
DDoS	5	0	2.65799	0.442998	1.12867e+07	0	0	1	6	0	7.2
DDoS	8	6	126.564	0.152002	9.2104e+07	0	0	1	777.533	0	833.071
BENIGN	2	0	4e+06	666667	3	0	0	1	6	0	9
BENIGN	2	0	4e+06	666667	3	0	0	1	6	0	9
BENIGN	2	2	4940.44	83.7363	47769	0	0	0	54.8	1	68.5
DDoS	3	5	118196	81.2835	98421	0	0	0	1292.56	1	1454.12
BENIGN	1	1	0	666667	3	0	0	1	0	1	0
BENIGN	35	45	239401	274.814	291106	0	0	0	860.383	1	871.138
DDoS	3	4	16527.4	9.94512	703863	0	0	0	1454.12	1	1661.86
BENIGN	2	2	4905.35	36.3359	110084	0	0	0	118.2	1	147.75
BENIGN	2	0	51.8381	8.63968	231490	0	0	1	6	0	9
DDoS	8	4	132.128	0.136016	8.8225e+07	0	0	1	897.154	0	971.917
BENIGN	2	2	2.91667e+06	20833.3	192	0	0	0	120.8	1	151
BENIGN	2	2	2609.61	43.1341	92734	0	0	0	55.8	1	69.75
BENIGN	2	2	1.60894e+06	22346.4	179	0	0	0	66	1	82.5
DDoS	3	5	45004.9	30.9498	258483	0	0	0	1292.56	1	1454.12
DDoS	5	0	4.10972	0.684954	7.29976e+06	0	0	1	6	0	7.2
DDoS	3	6	7016.43	5.43114	1.65711e+06	0	0	0	1162.7	2	1291.89
DDoS	3	6	27005.6	20.8932	430762	0	0	0	1163.3	2	1292.56
DDoS	3	5	19985.3	13.7439	582077	0	0	0	1292.56	1	1454.12
DDoS	4	0	4.35976	0.726627	5.50489e+06	0	0	1	6	0	7.5
BENIGN	11	7	2664.68	14.9328	1.2054e+06	0	0	0	169.053	0	178.444
BENIGN	2	2	4.77764	0.0718443	5.5676e+07	0	0	0	62.2	1	77.75
BENIGN	10	8	25192.3	96.2969	186922	0	0	0	247.842	0	261.611
BENIGN	12	12	25.1568	0.265858	9.02738e+07	0	0	0	90.84	1	94.625
BENIGN	2	1	358.916	59.8193	50151	0	0	1	6	0	8
BENIGN	2	2	1.18182e+06	18181.8	220	0	0	0	59.8	1	74.75
DDoS	5	0	4.06624	0.677707	7.37782e+06	0	0	1	6	0	7.2
DDoS	3	4	9358.64	5.63143	1.24302e+06	0	0	0	1454.12	1	1661.86
BENIGN	2	2	561205	3766.48	1062	0	0	0	126.6	1	158.25
DDoS	3	6	14155.8	10.9518	821783	0	0	0	1163.3	2	1292.56
BENIGN	1	1	0	24096.4	83	0	0	1	0	1	0
BENIGN	2	2	6566.72	123.9	32284	0	0	0	49.8	1	62.25
DDoS	3	4	313059	188.476	37140	0	0	0	1453.38	1	1661
DDoS	4	0	2.87954	0.479923	8.33467e+06	0	0	1	6	0	7.5
DDoS	7	5	1197.97	1.23322	9.73065e+06	0	0	1	897.154	0	971.917
DDoS	4	0	8.97599	1.496	2.6738e+06	0	0	1	6	0	7.5
BENIGN	2	2	1.30811e+06	21621.6	185	0	0	0	54.8	1	68.5
DDoS	8	4	116.644	0.120076	9.99367e+07	0	0	1	897.154	0	971.917
BENIGN	1	1	444444	74074.1	27	0	0	1	6	1	9
DDoS	5	0	7.43323	1.23887	4.03593e+06	0	0	1	6	0	7.2
DDoS	3	6	42705.3	33.0565	272261	0	0	0	1162.7	2	1291.89
BENIGN	1	1	73.9784	3.99883	500146	1	0	0	14.3333	1	21.5
DDoS	3	6	235371	182.098	49424	0	0	0	1163.3	2	1292.56
BENIGN	7	4	147.359	2.07548	5.29997e+06	0	0	0	65.0833	0	71
BENIGN	2	0	4.3e+07	2e+06	1	0	0	1	16.3333	0	24.5
DDoS	3	6	10961.2	8.48027	1.06129e+06	0	0	0	1163.3	2	1292.56
DDoS	5	0	3.30259	0.550432	9.08377e+06	0	0	1	6	0	7.2
BENIGN	2	0	0	666667	3	0	0	1	0	0	0
BENIGN	3	4	27281.9	147.016	47614	0	0	0	162.375	1	185.571
DDoS	3	6	128507	99.4211	90524	0	0	0	1163.3	2	1292.56
DDoS	4	0	3.52584	0.587639	6.8069e+06	0	0	1	6	0	7.5
DDoS	3	6	8291.6	6.41488	1.40299e+06	0	0	0	1163.3	2	1292.56
BENIGN	5	1	45.0706	1.49405	4.01592e+06	0	1	1	32.4286	0	37.8333
DDoS	3	6	12067.3	9.33598	964012	0	0	0	1163.3	2	1292.56
BENIGN	15	10	32612.4	97.5134	256375	0	0	0	321.577	0	334.44
BENIGN	12	7	17554.5	88.8008	213962	0	0	0	187.8	0	197.684
BENIGN	1	1	141176	23529.4	85	0	0	1	6	1	9
DDoS	5	0	4.41317	0.735529	6.79783e+06	0	0	1	6	0	7.2
DDoS	3	6	6679.51	5.16768	1.74159e+06	0	0	0	1163.3	2	1292.56
DDoS	3	6	75969.6	58.8051	153048	0	0	0	1162.7	2	1291.89
BENIGN	2	2	1.82278e+06	25316.5	158	0	0	0	66.4	1	83
BENIGN	1	1	5626.91	81.5494	24525	0	0	0	59.6667	1	89.5
BENIGN	2	2	3002.32	43.5118	91929	0	0	0	60.8	1	76
DDoS	4	0	7.861	1.31017	3.05305e+06	0	0	1	6	0	7.5
DDoS	5	0	3.69969	0.616615	8.10879e+06	0	0	1	6	0	7.2
DDoS	3	5	103069	70.8805	112866	0	0	0	1292.56	1	1454.12
DDoS	3	6	21292.6	16.4732	546341	0	0	0	1163.3	2	1292.56
DDoS	3	6	59799.9	46.2649	194532	0	0	0	1163.3	2	1292.56
DDoS	3	5	18186.2	12.5066	639662	0	0	0	1292.56	1	1454.12
DDoS	5	0	38.6097	6.43495	777007	0	0	1	6	0	7.2
DDoS	4	0	6.51475	1.08579	3.68395e+06	0	0	1	6	0	7.5
BENIGN	2	2	9030.21	127.186	31450	0	0	0	63.4	1	79.25
BENIGN	2	0	3.7e+07	2e+06	1	0	1	1	24.6667	0	37
BENIGN	3	1	21524.7	3587.44	1115	1	0	0	6	0	7.5
DDoS	4	0	2.9896	0.498267	8.02783e+06	0	0	1	6	0	7.5
DDoS	3	6	7266.5	5.62471	1.60008e+06	0	0	0	1162.7	2	1291.89
DDoS	8	6	163.282	0.196101	7.13917e+07	0	0	1	777.533	0	833.071
BENIGN	2	2	1.70068e+06	27210.9	147	0	0	0	56.8	1	71
DDoS	9	4	164.408	0.183161	7.09759e+07	0	0	1	833.929	0	898.077
BENIGN	2	0	645833	41666.7	48	0	1	1	20.6667	0	31
BENIGN	2	0	1.10256e+06	51282.1	39	0	1	1	26.6667	0	40
DDoS	5	0	3.80769	0.634615	7.8788e+06	0	0	1	6	0	7.2
DDoS	4	0	8.29026	1.38171	2.89496e+06	0	0	1	6	0	7.5
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
DDoS	8	4	142.379	0.146569	8.18729e+07	0	0	1	897.154	0	971.917
BENIGN	10	7	1056.7	3.25079	5.2295e+06	0	0	0	307	0	325.059
BENIGN	2	2	9278.79	129.773	30823	0	0	0	65.4	1	81.75
DDoS	3	4	133310	80.2173	87263	0	0	0	1454.12	1	1661.86
DDoS	3	6	7989.71	6.18133	1.456e+06	0	0	0	1163.3	2	1292.56
DDoS	3	5	276432	190.2	42061	0	0	0	1291.89	1	1453.38
DDoS	3	5	201924	138.935	57581	0	0	0	1291.89	1	1453.38
BENIGN	16	14	10.7225	0.259835	1.15458e+08	0	0	0	39.9355	0	41.2667
DDoS	3	4	118029	71.0588	98510	0	0	0	1453.38	1	1661
DDoS	8	6	141.427	0.169853	8.24243e+07	0	0	1	777.533	0	833.071
BENIGN	2	2	14299.9	165.317	24196	0	0	0	76.6	1	95.75
BENIGN	1	1	0	37735.8	53	0	0	1	0	1	0
BENIGN	20	16	19.7727	0.312611	1.15159e+08	0	0	0	61.5405	0	63.25
DDoS	8	5	148.57	0.165601	7.85018e+07	0	0	1	833.5	0	897.615
DDoS	5	0	2.48513	0.414189	1.20718e+07	0	0	1	6	0	7.2
BENIGN	1	1	2841.63	31.9285	62640	0	0	0	78	1	117
DDoS	4	0	12.139	2.02316	1.9771e+06	0	0	1	6	0	7.5
BENIGN	2	2	635659	15503.9	258	0	0	0	39.4	1	49.25
DDoS	3	6	15503.2	11.9943	750359	0	0	0	1163.3	2	1292.56
DDoS	8	6	114.427	0.137426	1.01873e+08	0	0	1	777.533	0	833.071
BENIGN	1	1	2757.46	29.9724	66728	0	0	0	75	1	112.5
BENIGN	1	1	1184.66	24.6804	81036	0	0	0	48	1	72
BENIGN	2	2	1.16832e+06	19802	202	0	0	0	55.2	1	69
DDoS	3	4	289085	174.043	40220	0	0	0	1453.38	1	1661
BENIGN	2	2	2539.38	23.1907	172483	0	0	0	95	1	118.75
BENIGN	2	2	1.86008e+06	16460.9	243	0	0	0	97	1	121.25
BENIGN	1	1	0	166667	12	0	0	1	0	1	0
BENIGN	2	2	922.575	23.6558	169092	0	0	0	37.4	1	46.75
DDoS	4	0	5.91149	0.985249	4.05989e+06	0	0	1	6	0	7.5
BENIGN	1	1	0	86.9301	23007	0	0	1	0	1	0
BENIGN	3	1	2.06276	0.687588	5.81744e+06	0	0	0	2.4	0	3
DDoS	3	6	9291.8	7.18871	1.25196e+06	0	0	0	1163.3	2	1292.56
BENIGN	2	2	1.90588e+06	23529.4	170	0	0	0	70.8	1	88.5
DDoS	5	0	8.85477	1.4758	3.388e+06	0	0	1	6	0	7.2
DDoS	3	6	17015.1	13.1707	683333	0	0	0	1162.7	2	1291.89
DDoS	5	0	3.0221	0.503684	9.92686e+06	0	0	1	6	0	7.2
BENIGN	2	2	19836.6	166.694	23996	0	0	0	101.2	1	126.5
DDoS	4	0	3.46029	0.576715	6.93583e+06	0	0	1	6	0	7.5
DDoS	3	6	16431.4	12.7189	707610	0	0	0	1162.7	2	1291.89
BENIGN	2	2	5940.77	59.1121	67668	0	0	0	91.2	1	114
BENIGN	2	0	1.23333e+07	666667	3	0	1	1	24.6667	0	37
DDoS	3	6	25838.9	19.9905	450213	0	0	0	1163.3	2	1292.56
BENIGN	2	2	12396.7	165.289	24200	0	0	0	66.6	1	83.25
DDoS	4	0	4.98349	0.830582	4.8159e+06	0	0	1	6	0	7.5
BENIGN	4	0	40.5813	5.59742	714615	0	0	1	5.8	0	7.25
